alert_id,check_id,severity,status,assigned_to,opened_at,resolved_at,resolution_notes
7976,7976,MEDIUM,CLOSED,173,2023-05-13 14:33:00,2023-05-19 14:33:00,Customer documents verified
7977,7977,MEDIUM,IN_PROGRESS,126,2023-09-29 21:15:00,,Account temporarily blocked
7978,7978,LOW,IN_PROGRESS,42,2023-04-09 22:59:00,,Account temporarily blocked
7979,7979,CRITICAL,RESOLVED,48,2023-11-27 12:07:00,2023-12-13 12:07:00,Account temporarily blocked
7980,7980,HIGH,RESOLVED,97,2023-10-15 23:44:00,2023-10-29 23:44:00,Escalated to compliance team
7981,7981,MEDIUM,CLOSED,117,2023-02-27 17:48:00,2023-03-27 17:48:00,Risk accepted
7982,7982,CRITICAL,IN_PROGRESS,1,2024-08-16 11:13:00,,Account temporarily blocked
7983,7983,LOW,RESOLVED,63,2023-07-13 00:41:00,2023-08-02 00:41:00,Customer documents verified
7984,7984,CRITICAL,RESOLVED,185,2024-01-21 01:08:00,2024-01-28 01:08:00,Escalated to compliance team
7985,7985,LOW,RESOLVED,191,2024-03-09 15:53:00,2024-03-23 15:53:00,Customer documents verified
7986,7986,LOW,OPEN,154,2024-03-15 05:37:00,,Additional KYC completed
7987,7987,MEDIUM,RESOLVED,140,2024-07-12 18:30:00,2024-08-09 18:30:00,Additional KYC completed
7988,7988,CRITICAL,IN_PROGRESS,40,2025-01-29 05:44:00,,False positive
7989,7989,LOW,RESOLVED,42,2023-10-14 13:10:00,2023-10-20 13:10:00,Account temporarily blocked
7990,7990,LOW,RESOLVED,129,2025-05-24 07:12:00,2025-06-19 07:12:00,Escalated to compliance team
7991,7991,MEDIUM,IN_PROGRESS,8,2023-06-30 23:10:00,,Risk accepted
7992,7992,MEDIUM,OPEN,181,2023-05-29 15:43:00,,Escalated to compliance team
7993,7993,CRITICAL,RESOLVED,77,2025-04-17 01:56:00,2025-04-21 01:56:00,False positive
7994,7994,MEDIUM,CLOSED,40,2023-06-25 09:21:00,2023-07-01 09:21:00,Escalated to compliance team
7995,7995,MEDIUM,RESOLVED,166,2025-04-10 11:24:00,2025-04-11 11:24:00,Account temporarily blocked
7996,7996,HIGH,IN_PROGRESS,165,2023-08-14 18:45:00,,Escalated to compliance team
7997,7997,CRITICAL,CLOSED,178,2023-02-05 08:26:00,2023-02-28 08:26:00,Customer documents verified
7998,7998,LOW,IN_PROGRESS,51,2023-07-21 20:29:00,,Escalated to compliance team
7999,7999,LOW,CLOSED,134,2024-07-20 23:56:00,2024-07-28 23:56:00,Risk accepted
8000,8000,MEDIUM,IN_PROGRESS,188,2024-06-04 20:37:00,,Account temporarily blocked
8001,8001,MEDIUM,RESOLVED,69,2023-01-23 10:15:00,2023-02-11 10:15:00,Escalated to compliance team
8002,8002,MEDIUM,RESOLVED,48,2024-07-28 15:23:00,2024-07-30 15:23:00,Escalated to compliance team
8003,8003,HIGH,IN_PROGRESS,175,2025-04-08 15:08:00,,Customer documents verified
8004,8004,MEDIUM,OPEN,18,2023-01-15 00:30:00,,Account temporarily blocked
8005,8005,HIGH,IN_PROGRESS,101,2024-03-22 19:52:00,,Additional KYC completed
8006,8006,LOW,RESOLVED,191,2024-04-12 09:29:00,2024-05-07 09:29:00,Account temporarily blocked
8007,8007,LOW,IN_PROGRESS,166,2023-04-11 08:35:00,,Risk accepted
8008,8008,LOW,RESOLVED,35,2025-06-09 11:02:00,2025-07-04 11:02:00,Additional KYC completed
8009,8009,CRITICAL,CLOSED,1,2025-05-08 04:29:00,2025-06-05 04:29:00,Additional KYC completed
8010,8010,MEDIUM,OPEN,163,2023-06-26 10:52:00,,Additional KYC completed
8011,8011,LOW,RESOLVED,171,2024-12-24 08:57:00,2025-01-19 08:57:00,False positive
8012,8012,MEDIUM,RESOLVED,19,2025-02-07 11:22:00,2025-02-13 11:22:00,Customer documents verified
8013,8013,MEDIUM,RESOLVED,7,2024-03-08 21:26:00,2024-04-06 21:26:00,Additional KYC completed
8014,8014,MEDIUM,RESOLVED,124,2024-08-06 08:03:00,2024-08-25 08:03:00,False positive
8015,8015,HIGH,CLOSED,197,2023-09-12 06:27:00,2023-09-18 06:27:00,Escalated to compliance team
8016,8016,MEDIUM,OPEN,70,2025-02-16 06:45:00,,Additional KYC completed
8017,8017,LOW,CLOSED,57,2025-01-20 07:08:00,2025-02-10 07:08:00,Escalated to compliance team
8018,8018,HIGH,RESOLVED,54,2025-06-08 01:44:00,2025-07-07 01:44:00,Risk accepted
8019,8019,LOW,CLOSED,31,2023-03-14 11:09:00,2023-04-06 11:09:00,False positive
8020,8020,MEDIUM,RESOLVED,64,2024-09-15 02:21:00,2024-10-15 02:21:00,Additional KYC completed
8021,8021,LOW,CLOSED,20,2023-01-31 19:58:00,2023-02-12 19:58:00,Additional KYC completed
8022,8022,HIGH,OPEN,103,2023-07-10 05:23:00,,Escalated to compliance team
8023,8023,LOW,RESOLVED,113,2024-08-23 14:18:00,2024-09-07 14:18:00,Additional KYC completed
8024,8024,LOW,IN_PROGRESS,106,2024-10-03 21:24:00,,Additional KYC completed
8025,8025,HIGH,RESOLVED,118,2025-06-08 07:02:00,2025-06-30 07:02:00,Account temporarily blocked
8026,8026,LOW,RESOLVED,35,2023-03-23 23:02:00,2023-04-16 23:02:00,Escalated to compliance team
8027,8027,LOW,RESOLVED,164,2025-05-09 09:33:00,2025-05-21 09:33:00,Escalated to compliance team
8028,8028,LOW,RESOLVED,151,2023-05-12 03:07:00,2023-05-28 03:07:00,Additional KYC completed
8029,8029,LOW,IN_PROGRESS,14,2023-01-21 00:17:00,,Additional KYC completed
8030,8030,LOW,RESOLVED,19,2025-03-08 23:03:00,2025-03-31 23:03:00,Additional KYC completed
8031,8031,LOW,RESOLVED,154,2025-05-10 09:58:00,2025-05-11 09:58:00,Customer documents verified
8032,8032,HIGH,IN_PROGRESS,22,2023-01-17 22:26:00,,Customer documents verified
8033,8033,HIGH,OPEN,176,2023-03-17 01:29:00,,Customer documents verified
8034,8034,HIGH,IN_PROGRESS,56,2023-03-18 00:51:00,,False positive
8035,8035,LOW,RESOLVED,100,2024-01-09 23:33:00,2024-01-27 23:33:00,Risk accepted
8036,8036,MEDIUM,CLOSED,69,2023-01-16 13:28:00,2023-01-28 13:28:00,False positive
8037,8037,LOW,IN_PROGRESS,104,2023-09-29 16:14:00,,False positive
8038,8038,LOW,IN_PROGRESS,118,2024-08-03 11:07:00,,Risk accepted
8039,8039,HIGH,OPEN,139,2023-02-22 21:09:00,,Risk accepted
8040,8040,LOW,OPEN,182,2023-04-28 03:21:00,,Risk accepted
8041,8041,LOW,CLOSED,95,2023-06-28 23:30:00,2023-07-07 23:30:00,Account temporarily blocked
8042,8042,LOW,OPEN,108,2023-07-17 08:07:00,,Escalated to compliance team
8043,8043,MEDIUM,CLOSED,82,2023-01-11 20:16:00,2023-02-08 20:16:00,Escalated to compliance team
8044,8044,LOW,RESOLVED,20,2023-08-09 03:54:00,2023-08-25 03:54:00,Customer documents verified
8045,8045,HIGH,OPEN,140,2023-05-30 00:28:00,,Additional KYC completed
8046,8046,LOW,RESOLVED,6,2023-11-10 10:52:00,2023-11-16 10:52:00,Account temporarily blocked
8047,8047,MEDIUM,RESOLVED,173,2024-06-13 13:46:00,2024-07-07 13:46:00,Account temporarily blocked
8048,8048,LOW,CLOSED,10,2023-05-12 10:49:00,2023-06-08 10:49:00,False positive
8049,8049,MEDIUM,CLOSED,148,2024-11-19 00:59:00,2024-12-13 00:59:00,Customer documents verified
8050,8050,CRITICAL,CLOSED,181,2025-03-11 02:53:00,2025-03-15 02:53:00,Escalated to compliance team
8051,8051,MEDIUM,CLOSED,30,2025-03-02 01:01:00,2025-03-22 01:01:00,Customer documents verified
8052,8052,LOW,RESOLVED,151,2025-05-04 23:55:00,2025-05-27 23:55:00,Customer documents verified
8053,8053,MEDIUM,RESOLVED,115,2024-11-08 22:54:00,2024-11-14 22:54:00,Escalated to compliance team
8054,8054,CRITICAL,RESOLVED,160,2025-01-20 02:21:00,2025-02-17 02:21:00,Customer documents verified
8055,8055,HIGH,RESOLVED,12,2025-03-30 11:16:00,2025-04-09 11:16:00,Customer documents verified
8056,8056,LOW,RESOLVED,182,2024-02-19 13:16:00,2024-03-06 13:16:00,Risk accepted
8057,8057,MEDIUM,IN_PROGRESS,72,2024-10-02 19:54:00,,Account temporarily blocked
8058,8058,CRITICAL,IN_PROGRESS,44,2023-03-06 02:02:00,,Account temporarily blocked
8059,8059,LOW,RESOLVED,70,2024-10-17 23:08:00,2024-11-01 23:08:00,Customer documents verified
8060,8060,MEDIUM,RESOLVED,60,2023-01-20 23:27:00,2023-02-05 23:27:00,Additional KYC completed
8061,8061,MEDIUM,RESOLVED,131,2024-01-30 14:29:00,2024-01-31 14:29:00,Additional KYC completed
8062,8062,LOW,RESOLVED,92,2023-05-18 08:03:00,2023-06-13 08:03:00,False positive
8063,8063,HIGH,CLOSED,25,2025-01-03 22:55:00,2025-01-10 22:55:00,Escalated to compliance team
8064,8064,LOW,OPEN,64,2024-04-10 18:11:00,,Risk accepted
8065,8065,LOW,RESOLVED,22,2024-01-30 02:53:00,2024-02-20 02:53:00,Risk accepted
8066,8066,HIGH,CLOSED,174,2025-04-26 04:37:00,2025-05-07 04:37:00,Customer documents verified
8067,8067,HIGH,CLOSED,144,2024-01-26 20:53:00,2024-01-28 20:53:00,Risk accepted
8068,8068,LOW,OPEN,6,2024-08-23 13:49:00,,Account temporarily blocked
8069,8069,LOW,IN_PROGRESS,146,2023-10-05 00:43:00,,Customer documents verified
8070,8070,LOW,CLOSED,124,2024-11-05 20:42:00,2024-11-21 20:42:00,Customer documents verified
8071,8071,LOW,RESOLVED,53,2025-02-14 13:01:00,2025-02-28 13:01:00,Customer documents verified
8072,8072,LOW,RESOLVED,101,2025-04-15 18:38:00,2025-04-27 18:38:00,Additional KYC completed
8073,8073,HIGH,RESOLVED,91,2024-02-19 20:31:00,2024-03-16 20:31:00,False positive
8074,8074,HIGH,RESOLVED,13,2024-06-22 20:01:00,2024-07-03 20:01:00,Additional KYC completed
8075,8075,MEDIUM,IN_PROGRESS,160,2024-09-15 01:35:00,,Customer documents verified
8076,8076,MEDIUM,RESOLVED,10,2024-01-05 01:44:00,2024-01-30 01:44:00,Escalated to compliance team
8077,8077,HIGH,IN_PROGRESS,150,2024-01-15 13:59:00,,Account temporarily blocked
8078,8078,LOW,OPEN,55,2025-02-05 09:49:00,,Risk accepted
8079,8079,MEDIUM,IN_PROGRESS,153,2023-03-09 12:03:00,,Additional KYC completed
8080,8080,LOW,CLOSED,149,2025-02-08 18:39:00,2025-02-23 18:39:00,False positive
8081,8081,HIGH,OPEN,80,2025-02-19 20:32:00,,Account temporarily blocked
8082,8082,LOW,RESOLVED,4,2025-06-17 17:13:00,2025-07-04 17:13:00,Customer documents verified
8083,8083,HIGH,RESOLVED,179,2023-05-18 02:28:00,2023-06-06 02:28:00,False positive
8084,8084,LOW,RESOLVED,178,2023-05-02 15:27:00,2023-05-14 15:27:00,Additional KYC completed
8085,8085,MEDIUM,OPEN,165,2025-03-20 01:17:00,,Customer documents verified
8086,8086,MEDIUM,CLOSED,171,2025-01-25 03:21:00,2025-02-06 03:21:00,Customer documents verified
8087,8087,MEDIUM,OPEN,144,2023-07-01 19:20:00,,Risk accepted
8088,8088,MEDIUM,OPEN,75,2023-02-06 06:37:00,,Account temporarily blocked
8089,8089,LOW,IN_PROGRESS,95,2024-03-15 14:54:00,,Customer documents verified
8090,8090,LOW,CLOSED,179,2025-03-01 10:04:00,2025-03-09 10:04:00,Risk accepted
8091,8091,LOW,CLOSED,27,2023-10-19 06:38:00,2023-11-04 06:38:00,Customer documents verified
8092,8092,HIGH,OPEN,7,2023-02-28 14:34:00,,Customer documents verified
8093,8093,LOW,CLOSED,163,2024-05-19 17:05:00,2024-05-23 17:05:00,Customer documents verified
8094,8094,LOW,OPEN,25,2025-04-01 00:32:00,,Risk accepted
8095,8095,MEDIUM,RESOLVED,126,2023-01-10 19:43:00,2023-01-29 19:43:00,Additional KYC completed
8096,8096,HIGH,RESOLVED,103,2024-06-16 17:51:00,2024-06-20 17:51:00,False positive
8097,8097,LOW,CLOSED,154,2024-07-30 00:31:00,2024-08-08 00:31:00,False positive
8098,8098,MEDIUM,RESOLVED,103,2023-10-15 07:50:00,2023-11-08 07:50:00,Additional KYC completed
8099,8099,MEDIUM,OPEN,120,2023-03-18 13:41:00,,Additional KYC completed
8100,8100,LOW,RESOLVED,200,2025-05-10 14:08:00,2025-05-11 14:08:00,Additional KYC completed
8101,8101,HIGH,RESOLVED,47,2025-03-21 01:10:00,2025-03-22 01:10:00,Account temporarily blocked
8102,8102,HIGH,RESOLVED,150,2024-10-27 09:54:00,2024-11-08 09:54:00,Customer documents verified
8103,8103,MEDIUM,RESOLVED,103,2023-04-04 22:33:00,2023-04-17 22:33:00,Escalated to compliance team
8104,8104,LOW,CLOSED,150,2025-06-13 19:36:00,2025-07-11 19:36:00,Risk accepted
8105,8105,MEDIUM,CLOSED,46,2023-10-09 11:12:00,2023-10-12 11:12:00,Customer documents verified
8106,8106,HIGH,RESOLVED,78,2024-07-08 09:35:00,2024-07-11 09:35:00,Escalated to compliance team
8107,8107,MEDIUM,RESOLVED,197,2023-09-19 07:46:00,2023-09-27 07:46:00,Risk accepted
8108,8108,MEDIUM,RESOLVED,16,2023-08-26 12:49:00,2023-08-28 12:49:00,Account temporarily blocked
8109,8109,HIGH,IN_PROGRESS,155,2023-12-04 14:21:00,,Escalated to compliance team
8110,8110,MEDIUM,IN_PROGRESS,56,2024-03-29 12:48:00,,Additional KYC completed
8111,8111,LOW,RESOLVED,152,2023-09-19 05:45:00,2023-09-20 05:45:00,Customer documents verified
8112,8112,LOW,CLOSED,52,2024-10-19 15:34:00,2024-10-30 15:34:00,Escalated to compliance team
8113,8113,LOW,OPEN,41,2024-02-14 23:42:00,,False positive
8114,8114,HIGH,RESOLVED,156,2025-02-12 13:31:00,2025-02-13 13:31:00,Risk accepted
8115,8115,HIGH,IN_PROGRESS,82,2023-02-15 02:01:00,,Account temporarily blocked
8116,8116,LOW,RESOLVED,189,2024-09-28 14:32:00,2024-10-21 14:32:00,Escalated to compliance team
8117,8117,MEDIUM,RESOLVED,143,2025-05-17 13:23:00,2025-06-11 13:23:00,Escalated to compliance team
8118,8118,MEDIUM,CLOSED,185,2023-09-14 22:40:00,2023-10-05 22:40:00,Escalated to compliance team
8119,8119,MEDIUM,RESOLVED,103,2024-10-03 10:01:00,2024-11-01 10:01:00,Customer documents verified
8120,8120,CRITICAL,IN_PROGRESS,100,2024-06-23 06:47:00,,Account temporarily blocked
8121,8121,LOW,OPEN,156,2025-02-12 00:33:00,,Account temporarily blocked
8122,8122,HIGH,RESOLVED,58,2024-02-05 01:08:00,2024-02-18 01:08:00,Customer documents verified
8123,8123,LOW,CLOSED,170,2024-12-04 17:45:00,2025-01-01 17:45:00,Customer documents verified
8124,8124,HIGH,RESOLVED,27,2023-01-23 15:01:00,2023-02-12 15:01:00,Account temporarily blocked
8125,8125,MEDIUM,RESOLVED,6,2023-02-13 09:45:00,2023-03-01 09:45:00,False positive
8126,8126,HIGH,RESOLVED,62,2024-01-03 01:32:00,2024-01-24 01:32:00,Escalated to compliance team
8127,8127,MEDIUM,OPEN,155,2025-04-08 10:04:00,,Additional KYC completed
8128,8128,LOW,IN_PROGRESS,54,2025-01-31 08:22:00,,Customer documents verified
8129,8129,MEDIUM,RESOLVED,193,2025-03-08 15:35:00,2025-03-18 15:35:00,Additional KYC completed
8130,8130,MEDIUM,IN_PROGRESS,79,2023-11-11 04:56:00,,Customer documents verified
8131,8131,LOW,CLOSED,173,2024-06-22 04:02:00,2024-07-12 04:02:00,False positive
8132,8132,MEDIUM,OPEN,115,2024-10-27 22:51:00,,Risk accepted
8133,8133,HIGH,OPEN,49,2025-06-06 10:21:00,,Additional KYC completed
8134,8134,MEDIUM,CLOSED,99,2023-11-23 15:50:00,2023-12-14 15:50:00,Additional KYC completed
8135,8135,MEDIUM,IN_PROGRESS,56,2023-03-03 20:14:00,,Risk accepted
8136,8136,LOW,CLOSED,92,2023-03-11 08:11:00,2023-03-27 08:11:00,False positive
8137,8137,MEDIUM,IN_PROGRESS,112,2025-04-30 13:47:00,,Risk accepted
8138,8138,HIGH,IN_PROGRESS,177,2024-12-26 02:41:00,,Customer documents verified
8139,8139,LOW,IN_PROGRESS,88,2024-12-17 08:41:00,,False positive
8140,8140,LOW,RESOLVED,127,2024-03-30 16:10:00,2024-04-21 16:10:00,Risk accepted
8141,8141,LOW,IN_PROGRESS,101,2023-07-27 01:48:00,,False positive
8142,8142,LOW,IN_PROGRESS,97,2023-03-23 15:42:00,,Escalated to compliance team
8143,8143,HIGH,OPEN,40,2023-01-27 23:03:00,,Escalated to compliance team
8144,8144,HIGH,RESOLVED,85,2024-02-27 21:32:00,2024-03-27 21:32:00,Account temporarily blocked
8145,8145,MEDIUM,OPEN,161,2024-11-01 13:53:00,,Account temporarily blocked
8146,8146,LOW,IN_PROGRESS,35,2024-04-30 15:30:00,,Customer documents verified
8147,8147,LOW,OPEN,50,2023-11-01 15:48:00,,Risk accepted
8148,8148,LOW,OPEN,166,2023-10-07 21:56:00,,Customer documents verified
8149,8149,MEDIUM,CLOSED,88,2024-03-04 11:51:00,2024-03-29 11:51:00,Customer documents verified
8150,8150,LOW,RESOLVED,46,2024-08-06 07:58:00,2024-08-22 07:58:00,Risk accepted
8151,8151,LOW,RESOLVED,200,2024-01-14 08:21:00,2024-01-23 08:21:00,Escalated to compliance team
8152,8152,LOW,RESOLVED,115,2024-08-21 20:32:00,2024-09-09 20:32:00,Escalated to compliance team
8153,8153,MEDIUM,IN_PROGRESS,161,2024-09-27 11:21:00,,Customer documents verified
8154,8154,MEDIUM,CLOSED,85,2023-07-05 21:03:00,2023-07-14 21:03:00,Escalated to compliance team
8155,8155,MEDIUM,IN_PROGRESS,182,2023-09-24 15:55:00,,Additional KYC completed
8156,8156,HIGH,CLOSED,3,2023-07-25 19:42:00,2023-08-17 19:42:00,False positive
8157,8157,MEDIUM,RESOLVED,156,2024-07-29 23:41:00,2024-08-23 23:41:00,Customer documents verified
8158,8158,LOW,IN_PROGRESS,139,2025-05-04 14:03:00,,Escalated to compliance team
8159,8159,LOW,CLOSED,91,2025-01-10 04:55:00,2025-01-25 04:55:00,Additional KYC completed
8160,8160,HIGH,RESOLVED,58,2024-06-14 07:17:00,2024-07-05 07:17:00,False positive
8161,8161,HIGH,RESOLVED,62,2023-05-15 18:39:00,2023-05-30 18:39:00,Account temporarily blocked
8162,8162,HIGH,CLOSED,16,2023-11-22 09:17:00,2023-11-28 09:17:00,Customer documents verified
8163,8163,LOW,CLOSED,179,2024-09-22 08:52:00,2024-10-17 08:52:00,Risk accepted
8164,8164,MEDIUM,RESOLVED,183,2024-06-11 16:24:00,2024-07-10 16:24:00,Account temporarily blocked
8165,8165,MEDIUM,RESOLVED,66,2024-10-13 19:02:00,2024-10-28 19:02:00,Additional KYC completed
8166,8166,HIGH,IN_PROGRESS,27,2023-06-28 15:10:00,,False positive
8167,8167,HIGH,RESOLVED,138,2023-12-26 14:35:00,2024-01-11 14:35:00,False positive
8168,8168,LOW,CLOSED,190,2023-12-16 13:07:00,2023-12-29 13:07:00,Risk accepted
8169,8169,LOW,RESOLVED,136,2023-08-05 12:59:00,2023-08-08 12:59:00,Additional KYC completed
8170,8170,MEDIUM,IN_PROGRESS,56,2024-05-22 06:04:00,,False positive
8171,8171,MEDIUM,OPEN,199,2024-08-05 22:53:00,,Additional KYC completed
8172,8172,MEDIUM,IN_PROGRESS,102,2023-05-04 13:10:00,,Account temporarily blocked
8173,8173,HIGH,RESOLVED,123,2025-01-11 17:33:00,2025-02-01 17:33:00,Risk accepted
8174,8174,LOW,RESOLVED,146,2023-06-26 23:04:00,2023-07-02 23:04:00,Additional KYC completed
8175,8175,MEDIUM,IN_PROGRESS,142,2024-10-07 05:08:00,,Risk accepted
8176,8176,HIGH,RESOLVED,24,2024-03-26 01:43:00,2024-04-08 01:43:00,Additional KYC completed
8177,8177,MEDIUM,RESOLVED,86,2023-10-02 16:42:00,2023-10-17 16:42:00,Risk accepted
8178,8178,CRITICAL,OPEN,39,2024-07-03 11:44:00,,Account temporarily blocked
8179,8179,LOW,RESOLVED,18,2024-05-29 01:01:00,2024-06-05 01:01:00,Customer documents verified
8180,8180,LOW,IN_PROGRESS,74,2025-03-06 14:15:00,,Risk accepted
8181,8181,LOW,IN_PROGRESS,48,2025-05-02 03:04:00,,Customer documents verified
8182,8182,LOW,CLOSED,24,2023-03-09 17:07:00,2023-03-20 17:07:00,Account temporarily blocked
8183,8183,MEDIUM,OPEN,168,2023-01-02 14:52:00,,Risk accepted
8184,8184,LOW,CLOSED,101,2024-11-14 19:12:00,2024-11-18 19:12:00,Escalated to compliance team
8185,8185,MEDIUM,OPEN,76,2023-11-17 07:35:00,,Customer documents verified
8186,8186,LOW,CLOSED,178,2023-12-24 10:00:00,2024-01-05 10:00:00,Additional KYC completed
8187,8187,LOW,CLOSED,42,2025-02-04 23:11:00,2025-02-07 23:11:00,Escalated to compliance team
8188,8188,HIGH,RESOLVED,18,2023-11-04 22:25:00,2023-11-29 22:25:00,Escalated to compliance team
8189,8189,MEDIUM,RESOLVED,194,2024-08-16 18:42:00,2024-09-13 18:42:00,Risk accepted
8190,8190,HIGH,OPEN,1,2024-04-27 01:14:00,,Escalated to compliance team
8191,8191,MEDIUM,RESOLVED,48,2024-03-14 17:42:00,2024-03-26 17:42:00,False positive
8192,8192,LOW,CLOSED,100,2023-03-10 08:51:00,2023-03-21 08:51:00,Customer documents verified
8193,8193,MEDIUM,RESOLVED,59,2025-03-15 12:55:00,2025-04-01 12:55:00,Risk accepted
8194,8194,HIGH,RESOLVED,172,2024-05-27 13:15:00,2024-06-24 13:15:00,Escalated to compliance team
8195,8195,LOW,RESOLVED,170,2025-01-06 09:57:00,2025-02-04 09:57:00,Risk accepted
8196,8196,HIGH,RESOLVED,145,2023-07-18 04:50:00,2023-08-02 04:50:00,Customer documents verified
8197,8197,LOW,CLOSED,36,2024-10-10 00:24:00,2024-11-05 00:24:00,Account temporarily blocked
8198,8198,HIGH,RESOLVED,23,2023-10-29 04:39:00,2023-11-03 04:39:00,Account temporarily blocked
8199,8199,MEDIUM,RESOLVED,162,2025-04-29 05:17:00,2025-05-06 05:17:00,Escalated to compliance team
8200,8200,HIGH,RESOLVED,16,2023-02-21 13:38:00,2023-03-11 13:38:00,Account temporarily blocked
8201,8201,HIGH,RESOLVED,25,2024-08-15 23:13:00,2024-08-20 23:13:00,Customer documents verified
8202,8202,MEDIUM,OPEN,130,2023-01-19 06:32:00,,Customer documents verified
8203,8203,LOW,CLOSED,1,2024-08-24 19:56:00,2024-08-26 19:56:00,Additional KYC completed
8204,8204,MEDIUM,RESOLVED,110,2025-03-10 21:23:00,2025-03-20 21:23:00,False positive
8205,8205,MEDIUM,OPEN,100,2024-03-21 17:48:00,,Account temporarily blocked
8206,8206,CRITICAL,IN_PROGRESS,8,2023-02-05 07:02:00,,False positive
8207,8207,HIGH,CLOSED,134,2025-06-04 10:43:00,2025-06-13 10:43:00,False positive
8208,8208,HIGH,IN_PROGRESS,71,2023-03-23 22:49:00,,Customer documents verified
8209,8209,LOW,CLOSED,48,2023-09-04 13:00:00,2023-09-20 13:00:00,False positive
8210,8210,LOW,CLOSED,86,2025-01-23 03:07:00,2025-02-04 03:07:00,Account temporarily blocked
8211,8211,MEDIUM,RESOLVED,195,2024-10-08 23:41:00,2024-10-13 23:41:00,Additional KYC completed
8212,8212,LOW,CLOSED,160,2024-04-30 19:47:00,2024-05-20 19:47:00,Additional KYC completed
8213,8213,LOW,OPEN,17,2023-02-18 19:55:00,,Risk accepted
8214,8214,LOW,CLOSED,95,2024-10-20 13:20:00,2024-11-08 13:20:00,Account temporarily blocked
8215,8215,LOW,IN_PROGRESS,146,2023-11-06 17:40:00,,False positive
8216,8216,LOW,CLOSED,22,2025-06-18 02:26:00,2025-06-19 02:26:00,Escalated to compliance team
8217,8217,LOW,CLOSED,99,2025-04-23 21:13:00,2025-05-07 21:13:00,Escalated to compliance team
8218,8218,HIGH,IN_PROGRESS,51,2023-08-04 19:19:00,,Additional KYC completed
8219,8219,LOW,IN_PROGRESS,150,2023-10-01 19:31:00,,Risk accepted
8220,8220,LOW,OPEN,162,2023-02-04 03:23:00,,False positive
8221,8221,CRITICAL,RESOLVED,191,2024-01-03 07:11:00,2024-01-15 07:11:00,Customer documents verified
8222,8222,MEDIUM,RESOLVED,177,2023-11-12 21:35:00,2023-12-10 21:35:00,Account temporarily blocked
8223,8223,MEDIUM,RESOLVED,142,2023-01-18 09:38:00,2023-01-27 09:38:00,Additional KYC completed
8224,8224,MEDIUM,CLOSED,146,2023-12-05 10:22:00,2023-12-09 10:22:00,Additional KYC completed
8225,8225,HIGH,IN_PROGRESS,196,2023-08-04 05:45:00,,Additional KYC completed
8226,8226,LOW,IN_PROGRESS,164,2024-04-06 21:50:00,,Account temporarily blocked
8227,8227,LOW,RESOLVED,132,2023-07-29 11:12:00,2023-08-19 11:12:00,Additional KYC completed
8228,8228,HIGH,RESOLVED,128,2025-03-05 18:04:00,2025-04-01 18:04:00,Risk accepted
8229,8229,LOW,CLOSED,130,2024-12-04 00:39:00,2024-12-16 00:39:00,Escalated to compliance team
8230,8230,HIGH,CLOSED,11,2024-11-23 16:54:00,2024-12-10 16:54:00,Escalated to compliance team
8231,8231,MEDIUM,IN_PROGRESS,9,2024-12-12 06:38:00,,Account temporarily blocked
8232,8232,LOW,RESOLVED,139,2024-11-24 21:33:00,2024-11-29 21:33:00,Additional KYC completed
8233,8233,HIGH,RESOLVED,140,2023-11-29 15:32:00,2023-12-19 15:32:00,False positive
8234,8234,MEDIUM,IN_PROGRESS,193,2023-07-16 15:01:00,,False positive
8235,8235,MEDIUM,CLOSED,146,2023-06-07 01:23:00,2023-07-03 01:23:00,Additional KYC completed
8236,8236,MEDIUM,IN_PROGRESS,117,2024-12-05 09:33:00,,Escalated to compliance team
8237,8237,LOW,OPEN,6,2024-06-16 14:35:00,,Additional KYC completed
8238,8238,LOW,RESOLVED,82,2024-08-29 11:44:00,2024-09-28 11:44:00,False positive
8239,8239,HIGH,OPEN,182,2025-01-31 02:35:00,,Risk accepted
8240,8240,LOW,OPEN,71,2023-03-18 15:56:00,,Account temporarily blocked
8241,8241,HIGH,RESOLVED,198,2025-04-19 11:19:00,2025-04-23 11:19:00,Additional KYC completed
8242,8242,CRITICAL,RESOLVED,3,2023-05-19 21:12:00,2023-06-05 21:12:00,Additional KYC completed
8243,8243,LOW,IN_PROGRESS,64,2024-08-19 09:43:00,,Additional KYC completed
8244,8244,LOW,IN_PROGRESS,21,2024-08-08 12:09:00,,Escalated to compliance team
8245,8245,CRITICAL,OPEN,196,2023-10-03 03:59:00,,Additional KYC completed
8246,8246,LOW,RESOLVED,15,2025-03-09 23:36:00,2025-03-11 23:36:00,Account temporarily blocked
8247,8247,LOW,OPEN,66,2023-07-15 21:08:00,,False positive
8248,8248,HIGH,OPEN,79,2024-05-23 13:07:00,,Account temporarily blocked
8249,8249,MEDIUM,RESOLVED,192,2023-08-28 05:16:00,2023-08-30 05:16:00,Escalated to compliance team
8250,8250,LOW,RESOLVED,32,2025-02-14 04:59:00,2025-03-13 04:59:00,Risk accepted
8251,8251,LOW,RESOLVED,180,2025-04-17 13:45:00,2025-05-04 13:45:00,Additional KYC completed
8252,8252,HIGH,OPEN,57,2023-03-03 00:04:00,,Additional KYC completed
8253,8253,LOW,RESOLVED,95,2023-01-24 03:26:00,2023-02-20 03:26:00,Additional KYC completed
