transaction_id,investment_id,user_id,fund_id,transaction_type,amount,units,nav,stamp_duty,exit_load,settlement_date,status,created_at
8645,8645,4198,109,PURCHASE,25000,295.858,84.5,1.25,0.0,2025-09-09,SUCCESS,2025-09-09 17:46:00
8646,8646,8429,98,SIP,1000,5.9182,168.97,0.05,0.0,2023-02-02,SETTLED,2023-02-02 13:36:00
8647,8647,5686,208,SIP,500,37.679,13.27,0.03,0.0,2024-07-15,PENDING,2024-07-15 14:03:00
8648,8648,4673,135,SIP,25000,88.0561,283.91,1.25,0.0,2024-01-29,PENDING,2024-01-29 11:34:00
8649,8649,8109,136,SIP,10000,151.0346,66.21,0.5,0.0,2024-09-01,SETTLED,2024-09-01 12:01:00
8650,8650,7953,39,PURCHASE,50000,1020.8248,48.98,2.5,0.0,2024-06-26,SETTLED,2024-06-26 14:54:00
8651,8651,2122,244,REDEMPTION,3000,17.7452,169.06,0.15,30.0,2023-11-10,FAILED,2023-11-10 13:59:00
8652,8652,8499,87,REDEMPTION,1000,7.4822,133.65,0.05,10.0,2024-09-26,SETTLED,2024-09-26 12:12:00
8653,8653,4424,146,SIP,1500,6.7864,221.03,0.07,0.0,2023-08-31,SETTLED,2023-08-31 13:01:00
8654,8654,4763,131,SIP,3000,14.2099,211.12,0.15,0.0,2024-02-24,SETTLED,2024-02-24 16:50:00
8655,8655,155,136,SWP,500,2.7785,179.95,0.03,5.0,2023-03-13,SUCCESS,2023-03-13 13:47:00
8656,8656,6284,78,SIP,25000,238.96,104.62,1.25,0.0,2022-06-09,SUCCESS,2022-06-09 09:23:00
8657,8657,9791,246,PURCHASE,1000,21.9443,45.57,0.05,0.0,2024-09-01,SUCCESS,2024-09-01 09:58:00
8658,8658,3484,91,SIP,500,4.3535,114.85,0.03,0.0,2024-02-01,SETTLED,2024-02-01 16:26:00
8659,8659,9998,62,SIP,25000,99.0845,252.31,1.25,0.0,2025-08-02,SUCCESS,2025-08-02 14:26:00
8660,8660,7576,146,PURCHASE,5000,28.503,175.42,0.25,0.0,2022-11-05,FAILED,2022-11-05 10:30:00
8661,8661,7418,134,SIP,50000,694.8305,71.96,2.5,0.0,2023-03-03,SUCCESS,2023-03-03 18:04:00
8662,8662,9971,19,STP,10000,55.2334,181.05,0.5,100.0,2024-09-24,FAILED,2024-09-24 16:34:00
8663,8663,9954,115,PURCHASE,25000,152.1699,164.29,1.25,0.0,2022-03-23,FAILED,2022-03-23 09:08:00
8664,8664,9986,91,SIP,5000,22.1053,226.19,0.25,0.0,2024-03-12,SUCCESS,2024-03-12 09:11:00
8665,8665,8195,220,SIP,10000,139.7233,71.57,0.5,0.0,2023-03-19,SETTLED,2023-03-19 11:42:00
8666,8666,2245,15,PURCHASE,1500,21.3554,70.24,0.07,0.0,2023-07-22,SUCCESS,2023-07-22 11:09:00
8667,8667,7956,237,PURCHASE,10000,47.353,211.18,0.5,0.0,2024-06-18,SUCCESS,2024-06-18 17:20:00
8668,8668,5556,42,SIP,10000,165.6726,60.36,0.5,0.0,2023-06-02,SUCCESS,2023-06-02 14:32:00
8669,8669,2766,105,REDEMPTION,500,2.103,237.75,0.03,5.0,2025-03-27,SUCCESS,2025-03-27 14:54:00
8670,8670,8719,42,REDEMPTION,25000,134.8654,185.37,1.25,250.0,2025-04-07,SUCCESS,2025-04-07 18:21:00
8671,8671,4013,111,REDEMPTION,500,1.9345,258.46,0.03,5.0,2022-03-29,PENDING,2022-03-29 15:52:00
8672,8672,3097,1,REDEMPTION,2000,8.4179,237.59,0.1,20.0,2024-07-31,SETTLED,2024-07-31 10:29:00
8673,8673,5861,177,SIP,1000,39.6197,25.24,0.05,0.0,2025-07-02,SUCCESS,2025-07-02 14:15:00
8674,8674,7479,145,PURCHASE,25000,168.1916,148.64,1.25,0.0,2024-07-01,SETTLED,2024-07-01 18:20:00
8675,8675,9699,167,REDEMPTION,50000,1111.1111,45.0,2.5,500.0,2025-08-10,PENDING,2025-08-10 10:57:00
8676,8676,5223,164,SIP,5000,204.7502,24.42,0.25,0.0,2024-07-04,SUCCESS,2024-07-04 10:14:00
8677,8677,4691,61,SWP,3000,29.6531,101.17,0.15,30.0,2023-11-25,SETTLED,2023-11-25 09:23:00
8678,8678,8690,209,REDEMPTION,1500,5.5974,267.98,0.07,15.0,2022-01-05,PENDING,2022-01-05 17:28:00
8679,8679,573,58,SIP,1500,7.1337,210.27,0.07,0.0,2023-07-02,SETTLED,2023-07-02 10:25:00
8680,8680,9692,128,REDEMPTION,10000,71.4745,139.91,0.5,100.0,2023-08-10,SETTLED,2023-08-10 11:12:00
8681,8681,7667,46,REDEMPTION,1500,14.2504,105.26,0.07,15.0,2025-04-03,PENDING,2025-04-03 10:32:00
8682,8682,9500,49,SIP,1000,7.0082,142.69,0.05,0.0,2022-10-07,SETTLED,2022-10-07 16:24:00
8683,8683,8292,23,SIP,10000,735.2941,13.6,0.5,0.0,2023-04-08,SUCCESS,2023-04-08 11:15:00
8684,8684,5206,53,SIP,25000,115.7032,216.07,1.25,0.0,2022-11-22,SETTLED,2022-11-22 14:48:00
8685,8685,1711,74,REDEMPTION,2000,8.3122,240.61,0.1,20.0,2023-11-04,SUCCESS,2023-11-04 09:48:00
8686,8686,6452,211,SIP,50000,291.9197,171.28,2.5,0.0,2024-05-01,PENDING,2024-05-01 17:17:00
8687,8687,5968,45,PURCHASE,25000,96.3391,259.5,1.25,0.0,2023-11-10,FAILED,2023-11-10 14:30:00
8688,8688,4560,245,SIP,5000,241.1963,20.73,0.25,0.0,2023-02-01,SUCCESS,2023-02-01 17:43:00
8689,8689,8084,244,REDEMPTION,1500,14.2857,105.0,0.07,15.0,2024-04-29,FAILED,2024-04-29 15:22:00
8690,8690,2860,143,PURCHASE,2000,33.7098,59.33,0.1,0.0,2022-01-28,FAILED,2022-01-28 15:34:00
8691,8691,3948,68,SIP,2000,9.9448,201.11,0.1,0.0,2022-10-20,SETTLED,2022-10-20 15:31:00
8692,8692,1624,202,REDEMPTION,500,2.1525,232.29,0.03,5.0,2022-09-18,SUCCESS,2022-09-18 15:02:00
8693,8693,1293,6,REDEMPTION,2000,8.6307,231.73,0.1,20.0,2022-04-01,SUCCESS,2022-04-01 16:30:00
8694,8694,2981,161,SIP,25000,132.4924,188.69,1.25,0.0,2025-04-18,SETTLED,2025-04-18 16:27:00
8695,8695,254,46,SIP,25000,140.7578,177.61,1.25,0.0,2025-11-23,SETTLED,2025-11-23 13:44:00
8696,8696,2004,80,PURCHASE,50000,250.1376,199.89,2.5,0.0,2024-08-02,SUCCESS,2024-08-02 11:04:00
8697,8697,5963,216,SIP,1500,6.5511,228.97,0.07,0.0,2023-05-19,SUCCESS,2023-05-19 10:12:00
8698,8698,1597,81,SIP,1000,8.0347,124.46,0.05,0.0,2025-04-02,PENDING,2025-04-02 09:45:00
8699,8699,9722,125,PURCHASE,10000,206.9965,48.31,0.5,0.0,2022-05-20,SUCCESS,2022-05-20 11:46:00
8700,8700,8973,189,SIP,2000,13.7334,145.63,0.1,0.0,2022-06-12,SETTLED,2022-06-12 17:28:00
8701,8701,8947,96,SIP,5000,19.0476,262.5,0.25,0.0,2025-07-18,SETTLED,2025-07-18 16:27:00
8702,8702,1079,9,REDEMPTION,1500,8.0214,187.0,0.07,15.0,2023-10-11,SETTLED,2023-10-11 17:26:00
8703,8703,4831,29,SIP,50000,174.1978,287.03,2.5,0.0,2022-08-12,SETTLED,2022-08-12 09:36:00
8704,8704,1027,226,REDEMPTION,50000,1259.7632,39.69,2.5,500.0,2024-06-23,SUCCESS,2024-06-23 18:30:00
8705,8705,1024,49,PURCHASE,5000,105.2632,47.5,0.25,0.0,2024-01-10,SUCCESS,2024-01-10 16:47:00
8706,8706,2299,222,SIP,3000,12.0274,249.43,0.15,0.0,2025-04-17,PENDING,2025-04-17 17:36:00
8707,8707,8670,62,SIP,10000,120.9336,82.69,0.5,0.0,2023-11-26,FAILED,2023-11-26 15:02:00
8708,8708,7132,141,SIP,25000,538.561,46.42,1.25,0.0,2024-05-02,PENDING,2024-05-02 15:52:00
8709,8709,333,230,SIP,1000,3.592,278.4,0.05,0.0,2024-09-08,FAILED,2024-09-08 13:35:00
8710,8710,1418,53,SIP,10000,36.2779,275.65,0.5,0.0,2025-07-29,SUCCESS,2025-07-29 18:12:00
8711,8711,7210,48,PURCHASE,3000,19.8164,151.39,0.15,0.0,2024-12-17,SETTLED,2024-12-17 16:37:00
8712,8712,6702,250,SIP,1500,6.7259,223.02,0.07,0.0,2023-02-16,SETTLED,2023-02-16 17:02:00
8713,8713,2309,128,SIP,1500,105.4852,14.22,0.07,0.0,2024-05-05,PENDING,2024-05-05 13:31:00
8714,8714,6148,8,PURCHASE,10000,353.2321,28.31,0.5,0.0,2025-11-29,PENDING,2025-11-29 16:16:00
8715,8715,2304,120,PURCHASE,5000,19.9354,250.81,0.25,0.0,2022-04-07,PENDING,2022-04-07 14:34:00
8716,8716,5925,45,PURCHASE,5000,24.2189,206.45,0.25,0.0,2024-10-23,FAILED,2024-10-23 16:11:00
8717,8717,3891,206,SIP,2000,6.6878,299.05,0.1,0.0,2023-01-03,SETTLED,2023-01-03 13:25:00
8718,8718,9695,150,PURCHASE,1000,9.2132,108.54,0.05,0.0,2023-03-13,SETTLED,2023-03-13 17:15:00
8719,8719,7687,183,SIP,2000,25.2239,79.29,0.1,0.0,2022-05-07,SETTLED,2022-05-07 13:39:00
8720,8720,8438,29,SIP,500,8.2034,60.95,0.03,0.0,2024-11-02,SUCCESS,2024-11-02 13:18:00
8721,8721,3375,37,SIP,1000,4.4518,224.63,0.05,0.0,2023-11-29,FAILED,2023-11-29 17:07:00
8722,8722,648,229,SIP,500,2.1873,228.59,0.03,0.0,2022-01-27,FAILED,2022-01-27 14:27:00
8723,8723,5672,226,SIP,1000,3.7567,266.19,0.05,0.0,2022-12-04,SETTLED,2022-12-04 09:58:00
8724,8724,1930,67,SIP,1000,8.39,119.19,0.05,0.0,2025-12-22,SUCCESS,2025-12-22 12:12:00
8725,8725,6681,1,PURCHASE,1000,9.2945,107.59,0.05,0.0,2024-02-28,SUCCESS,2024-02-28 17:18:00
8726,8726,2895,154,SIP,5000,21.2694,235.08,0.25,0.0,2024-04-17,PENDING,2024-04-17 13:56:00
8727,8727,886,244,SIP,3000,22.054,136.03,0.15,0.0,2023-09-11,PENDING,2023-09-11 12:59:00
8728,8728,7410,65,PURCHASE,10000,43.7828,228.4,0.5,0.0,2023-05-12,SETTLED,2023-05-12 09:58:00
8729,8729,813,75,SIP,50000,197.9884,252.54,2.5,0.0,2025-03-29,PENDING,2025-03-29 17:58:00
8730,8730,9630,182,REDEMPTION,5000,19.036,262.66,0.25,50.0,2023-08-15,SETTLED,2023-08-15 14:59:00
8731,8731,6565,27,PURCHASE,5000,41.1049,121.64,0.25,0.0,2022-09-28,SETTLED,2022-09-28 11:58:00
8732,8732,2331,169,SWP,1000,3.6731,272.25,0.05,10.0,2022-07-13,FAILED,2022-07-13 10:19:00
8733,8733,9342,72,PURCHASE,500,2.0308,246.21,0.03,0.0,2023-04-12,SUCCESS,2023-04-12 12:46:00
8734,8734,6514,231,SIP,10000,45.3844,220.34,0.5,0.0,2022-06-27,SETTLED,2022-06-27 12:47:00
8735,8735,3257,71,PURCHASE,1500,5.8995,254.26,0.07,0.0,2024-02-14,PENDING,2024-02-14 16:44:00
8736,8736,6030,36,SIP,1500,9.8691,151.99,0.07,0.0,2022-12-20,FAILED,2022-12-20 16:47:00
8737,8737,8562,60,SWP,500,4.6322,107.94,0.03,5.0,2023-06-03,SETTLED,2023-06-03 14:17:00
8738,8738,1829,186,SIP,1500,7.2717,206.28,0.07,0.0,2022-02-18,PENDING,2022-02-18 18:31:00
8739,8739,9208,199,SIP,3000,12.6003,238.09,0.15,0.0,2022-01-04,PENDING,2022-01-04 14:44:00
8740,8740,2694,51,PURCHASE,10000,40.6405,246.06,0.5,0.0,2023-06-10,PENDING,2023-06-10 11:13:00
8741,8741,346,108,SIP,1000,8.2413,121.34,0.05,0.0,2022-02-24,SETTLED,2022-02-24 15:07:00
8742,8742,4396,17,PURCHASE,2000,12.0221,166.36,0.1,0.0,2023-11-23,FAILED,2023-11-23 11:50:00
8743,8743,7817,11,SIP,25000,105.9277,236.01,1.25,0.0,2025-02-07,FAILED,2025-02-07 12:08:00
8744,8744,1187,138,SIP,3000,24.7484,121.22,0.15,0.0,2022-06-01,SETTLED,2022-06-01 14:05:00
8745,8745,5769,117,SIP,10000,98.561,101.46,0.5,0.0,2023-12-11,FAILED,2023-12-11 18:48:00
8746,8746,9980,157,SIP,25000,84.7889,294.85,1.25,0.0,2022-10-22,SUCCESS,2022-10-22 17:15:00
8747,8747,6689,9,SIP,50000,335.9989,148.81,2.5,0.0,2025-06-21,SUCCESS,2025-06-21 15:23:00
8748,8748,1392,150,PURCHASE,3000,295.5665,10.15,0.15,0.0,2023-01-22,SETTLED,2023-01-22 14:00:00
8749,8749,729,235,SIP,1500,8.1274,184.56,0.07,0.0,2024-04-09,SETTLED,2024-04-09 14:29:00
8750,8750,3884,239,PURCHASE,10000,50.6457,197.45,0.5,0.0,2024-01-08,SETTLED,2024-01-08 11:50:00
8751,8751,6571,90,SIP,50000,857.9272,58.28,2.5,0.0,2023-05-10,SUCCESS,2023-05-10 09:16:00
8752,8752,8594,36,SWP,1000,4.6768,213.82,0.05,10.0,2023-12-13,SUCCESS,2023-12-13 13:43:00
8753,8753,9201,198,SIP,25000,157.9779,158.25,1.25,0.0,2024-07-04,SUCCESS,2024-07-04 11:49:00
8754,8754,6866,110,SIP,1000,38.432,26.02,0.05,0.0,2022-09-02,PENDING,2022-09-02 18:14:00
8755,8755,3376,36,REDEMPTION,500,2.729,183.22,0.03,5.0,2023-06-01,SETTLED,2023-06-01 15:29:00
8756,8756,4515,108,REDEMPTION,2000,18.577,107.66,0.1,20.0,2023-04-27,SUCCESS,2023-04-27 16:08:00
8757,8757,6751,152,SIP,10000,56.5387,176.87,0.5,0.0,2023-11-11,PENDING,2023-11-11 16:46:00
8758,8758,8243,191,PURCHASE,10000,35.3469,282.91,0.5,0.0,2023-04-12,SUCCESS,2023-04-12 09:29:00
8759,8759,4647,123,PURCHASE,1500,5.5127,272.1,0.07,0.0,2024-05-01,PENDING,2024-05-01 17:58:00
8760,8760,7978,199,SIP,500,6.1812,80.89,0.03,0.0,2022-04-28,PENDING,2022-04-28 11:40:00
8761,8761,8546,229,SIP,25000,167.4369,149.31,1.25,0.0,2023-09-20,FAILED,2023-09-20 12:58:00
8762,8762,3205,23,SIP,1000,6.4977,153.9,0.05,0.0,2023-07-22,SETTLED,2023-07-22 18:15:00
8763,8763,5057,88,SIP,1500,103.5197,14.49,0.07,0.0,2024-06-26,PENDING,2024-06-26 14:44:00
8764,8764,4864,49,PURCHASE,25000,131.4821,190.14,1.25,0.0,2022-06-30,FAILED,2022-06-30 13:13:00
8765,8765,2795,109,SIP,2000,11.7911,169.62,0.1,0.0,2023-08-21,SUCCESS,2023-08-21 13:25:00
8766,8766,692,209,SIP,25000,121.8086,205.24,1.25,0.0,2024-04-08,SUCCESS,2024-04-08 11:44:00
8767,8767,1316,126,SIP,5000,219.8769,22.74,0.25,0.0,2023-12-12,SUCCESS,2023-12-12 16:32:00
8768,8768,6596,96,SWP,1500,6.6774,224.64,0.07,15.0,2025-11-26,SUCCESS,2025-11-26 09:15:00
8769,8769,4917,44,STP,3000,16.5235,181.56,0.15,30.0,2022-05-28,PENDING,2022-05-28 17:52:00
8770,8770,4061,132,SIP,1500,11.1782,134.19,0.07,0.0,2022-10-29,FAILED,2022-10-29 14:34:00
8771,8771,6821,59,PURCHASE,1000,3.9746,251.6,0.05,0.0,2024-08-01,SETTLED,2024-08-01 12:57:00
8772,8772,881,155,SIP,1000,7.3158,136.69,0.05,0.0,2025-12-30,SETTLED,2025-12-30 12:53:00
8773,8773,2633,95,SIP,1500,8.9328,167.92,0.07,0.0,2022-01-26,SUCCESS,2022-01-26 17:52:00
8774,8774,3883,186,PURCHASE,10000,36.618,273.09,0.5,0.0,2022-07-18,SUCCESS,2022-07-18 18:52:00
8775,8775,1703,115,SIP,50000,187.5117,266.65,2.5,0.0,2023-01-17,SUCCESS,2023-01-17 18:47:00
8776,8776,6444,105,SIP,3000,13.7268,218.55,0.15,0.0,2025-02-18,SUCCESS,2025-02-18 12:33:00
8777,8777,2410,122,SIP,1500,7.034,213.25,0.07,0.0,2022-04-24,SUCCESS,2022-04-24 09:57:00
8778,8778,408,118,SWP,10000,58.2309,171.73,0.5,100.0,2024-08-22,PENDING,2024-08-22 15:23:00
8779,8779,2258,121,SIP,3000,11.6822,256.8,0.15,0.0,2025-04-01,SUCCESS,2025-04-01 17:05:00
8780,8780,4850,215,SWP,5000,431.7789,11.58,0.25,50.0,2025-11-06,SUCCESS,2025-11-06 10:45:00
8781,8781,6173,136,PURCHASE,1500,6.534,229.57,0.07,0.0,2022-04-03,SETTLED,2022-04-03 15:14:00
8782,8782,5992,83,SIP,50000,172.7175,289.49,2.5,0.0,2022-06-11,SETTLED,2022-06-11 17:04:00
8783,8783,5183,125,SIP,3000,53.4188,56.16,0.15,0.0,2025-05-02,PENDING,2025-05-02 14:01:00
8784,8784,4692,68,SIP,1000,9.3703,106.72,0.05,0.0,2022-01-20,FAILED,2022-01-20 10:12:00
8785,8785,7675,12,SIP,10000,219.539,45.55,0.5,0.0,2025-05-18,PENDING,2025-05-18 14:32:00
8786,8786,1142,9,PURCHASE,10000,34.1705,292.65,0.5,0.0,2023-03-14,SUCCESS,2023-03-14 09:46:00
8787,8787,3365,116,SIP,5000,46.5679,107.37,0.25,0.0,2024-04-21,PENDING,2024-04-21 09:15:00
8788,8788,4942,69,SIP,5000,19.6905,253.93,0.25,0.0,2022-11-07,SUCCESS,2022-11-07 09:14:00
8789,8789,3954,189,SIP,1500,41.8177,35.87,0.07,0.0,2025-05-17,SETTLED,2025-05-17 11:21:00
8790,8790,645,172,SIP,1500,62.3441,24.06,0.07,0.0,2025-09-03,SETTLED,2025-09-03 11:52:00
8791,8791,8773,196,PURCHASE,5000,18.8104,265.81,0.25,0.0,2022-03-31,FAILED,2022-03-31 09:47:00
8792,8792,2985,241,PURCHASE,3000,43.6681,68.7,0.15,0.0,2023-12-10,PENDING,2023-12-10 15:31:00
8793,8793,1930,86,SIP,3000,42.7411,70.19,0.15,0.0,2025-09-08,SETTLED,2025-09-08 09:59:00
8794,8794,1133,217,PURCHASE,500,5.086,98.31,0.03,0.0,2024-07-24,PENDING,2024-07-24 18:42:00
8795,8795,6371,245,PURCHASE,5000,33.4471,149.49,0.25,0.0,2022-08-21,FAILED,2022-08-21 16:31:00
8796,8796,6070,80,SIP,10000,68.1942,146.64,0.5,0.0,2022-06-15,FAILED,2022-06-15 14:31:00
8797,8797,4099,72,SIP,50000,901.5507,55.46,2.5,0.0,2025-07-21,FAILED,2025-07-21 12:52:00
8798,8798,4639,30,SIP,1000,22.7998,43.86,0.05,0.0,2022-02-25,SETTLED,2022-02-25 16:57:00
8799,8799,6091,221,PURCHASE,1000,20.8986,47.85,0.05,0.0,2023-12-05,SUCCESS,2023-12-05 18:21:00
8800,8800,6342,120,REDEMPTION,2000,8.5492,233.94,0.1,20.0,2025-06-08,FAILED,2025-06-08 15:53:00
8801,8801,7142,38,SIP,2000,166.3894,12.02,0.1,0.0,2022-04-08,FAILED,2022-04-08 13:29:00
8802,8802,3149,123,SIP,1000,5.2587,190.16,0.05,0.0,2024-06-18,PENDING,2024-06-18 16:28:00
8803,8803,2986,172,SIP,25000,185.3774,134.86,1.25,0.0,2024-05-24,SETTLED,2024-05-24 16:18:00
8804,8804,9653,164,PURCHASE,500,2.0632,242.34,0.03,0.0,2024-09-28,SETTLED,2024-09-28 11:25:00
8805,8805,3187,40,SIP,2000,12.8916,155.14,0.1,0.0,2023-05-21,SETTLED,2023-05-21 18:24:00
8806,8806,3316,18,SIP,1000,5.5617,179.8,0.05,0.0,2023-09-29,SUCCESS,2023-09-29 17:08:00
8807,8807,7194,124,SIP,10000,47.3979,210.98,0.5,0.0,2024-01-06,FAILED,2024-01-06 12:00:00
8808,8808,8824,197,SIP,500,2.1975,227.53,0.03,0.0,2022-11-28,SETTLED,2022-11-28 17:57:00
8809,8809,4379,117,PURCHASE,25000,129.7555,192.67,1.25,0.0,2025-06-28,PENDING,2025-06-28 12:47:00
8810,8810,9555,148,SIP,50000,469.66,106.46,2.5,0.0,2022-12-08,SETTLED,2022-12-08 12:21:00
8811,8811,1758,121,REDEMPTION,3000,52.687,56.94,0.15,30.0,2022-07-13,PENDING,2022-07-13 17:01:00
8812,8812,2578,81,SIP,50000,1442.5851,34.66,2.5,0.0,2025-10-01,FAILED,2025-10-01 13:11:00
8813,8813,9179,187,SIP,2000,8.1337,245.89,0.1,0.0,2024-04-28,SETTLED,2024-04-28 14:32:00
8814,8814,8840,166,PURCHASE,1000,3.4431,290.44,0.05,0.0,2022-12-29,SUCCESS,2022-12-29 11:33:00
8815,8815,8221,5,PURCHASE,2000,157.3564,12.71,0.1,0.0,2024-03-07,FAILED,2024-03-07 17:34:00
8816,8816,7998,114,REDEMPTION,5000,50.7151,98.59,0.25,50.0,2023-01-28,PENDING,2023-01-28 11:17:00
8817,8817,5981,131,SIP,500,17.5685,28.46,0.03,0.0,2023-11-27,SETTLED,2023-11-27 10:05:00
8818,8818,465,60,PURCHASE,3000,30.3153,98.96,0.15,0.0,2022-06-19,FAILED,2022-06-19 16:48:00
8819,8819,9524,155,SIP,3000,12.4136,241.67,0.15,0.0,2024-08-25,SUCCESS,2024-08-25 14:00:00
8820,8820,7924,61,PURCHASE,25000,749.4005,33.36,1.25,0.0,2025-11-05,SUCCESS,2025-11-05 15:15:00
8821,8821,5129,140,SIP,3000,95.9079,31.28,0.15,0.0,2023-01-19,FAILED,2023-01-19 10:00:00
8822,8822,295,56,PURCHASE,2000,12.0722,165.67,0.1,0.0,2022-07-07,FAILED,2022-07-07 12:22:00
8823,8823,4524,225,SIP,10000,217.6279,45.95,0.5,0.0,2024-11-13,FAILED,2024-11-13 16:59:00
8824,8824,9668,133,SIP,50000,237.9593,210.12,2.5,0.0,2022-09-25,PENDING,2022-09-25 13:20:00
8825,8825,4717,95,SIP,1500,10.4756,143.19,0.07,0.0,2022-09-17,SETTLED,2022-09-17 16:56:00
8826,8826,1084,174,SIP,25000,119.7777,208.72,1.25,0.0,2023-06-13,SETTLED,2023-06-13 10:25:00
8827,8827,5595,59,SIP,50000,2264.4928,22.08,2.5,0.0,2024-10-12,SETTLED,2024-10-12 15:48:00
8828,8828,7051,238,SIP,2000,20.2532,98.75,0.1,0.0,2023-12-16,SUCCESS,2023-12-16 14:55:00
8829,8829,6312,6,SIP,3000,16.8795,177.73,0.15,0.0,2022-04-25,SETTLED,2022-04-25 09:46:00
8830,8830,7921,216,REDEMPTION,1500,7.7439,193.7,0.07,15.0,2025-06-23,SUCCESS,2025-06-23 12:12:00
8831,8831,5831,233,SIP,1500,11.4556,130.94,0.07,0.0,2024-01-21,SETTLED,2024-01-21 16:00:00
8832,8832,7579,238,PURCHASE,1000,3.3571,297.88,0.05,0.0,2024-12-29,SETTLED,2024-12-29 14:23:00
8833,8833,2394,164,PURCHASE,5000,19.6936,253.89,0.25,0.0,2023-12-28,FAILED,2023-12-28 10:49:00
8834,8834,6160,162,SIP,5000,24.2495,206.19,0.25,0.0,2023-02-20,SUCCESS,2023-02-20 10:42:00
8835,8835,5730,71,PURCHASE,25000,117.5807,212.62,1.25,0.0,2024-03-07,PENDING,2024-03-07 14:46:00
8836,8836,4279,227,SIP,10000,104.5041,95.69,0.5,0.0,2024-04-17,FAILED,2024-04-17 10:15:00
8837,8837,1989,76,PURCHASE,10000,337.2681,29.65,0.5,0.0,2025-07-21,PENDING,2025-07-21 14:59:00
8838,8838,4639,201,SIP,2000,14.9745,133.56,0.1,0.0,2024-05-12,FAILED,2024-05-12 10:28:00
8839,8839,9500,21,PURCHASE,5000,17.9565,278.45,0.25,0.0,2022-03-17,FAILED,2022-03-17 10:44:00
8840,8840,5805,96,REDEMPTION,25000,1168.2243,21.4,1.25,250.0,2025-10-13,SUCCESS,2025-10-13 12:16:00
8841,8841,1810,136,SIP,5000,38.3877,130.25,0.25,0.0,2024-08-18,PENDING,2024-08-18 10:31:00
8842,8842,713,100,STP,2000,43.6967,45.77,0.1,20.0,2025-07-10,SUCCESS,2025-07-10 12:37:00
8843,8843,3586,152,SIP,50000,517.3841,96.64,2.5,0.0,2023-06-10,FAILED,2023-06-10 10:54:00
8844,8844,8096,187,PURCHASE,10000,45.9495,217.63,0.5,0.0,2025-06-30,SETTLED,2025-06-30 11:57:00
8845,8845,2420,194,PURCHASE,500,5.2782,94.73,0.03,0.0,2025-12-23,PENDING,2025-12-23 15:21:00
8846,8846,3872,18,SIP,5000,20.5677,243.1,0.25,0.0,2023-10-23,SETTLED,2023-10-23 15:05:00
8847,8847,5231,124,STP,1000,11.3649,87.99,0.05,10.0,2023-02-02,SETTLED,2023-02-02 10:31:00
8848,8848,7548,212,SIP,10000,311.5265,32.1,0.5,0.0,2025-07-25,SUCCESS,2025-07-25 14:47:00
8849,8849,2416,190,SIP,1000,17.6398,56.69,0.05,0.0,2022-07-28,FAILED,2022-07-28 12:20:00
8850,8850,4807,105,SWP,50000,219.8769,227.4,2.5,500.0,2023-08-05,SUCCESS,2023-08-05 17:46:00
8851,8851,6068,44,REDEMPTION,1500,5.2778,284.21,0.07,15.0,2025-10-11,PENDING,2025-10-11 18:13:00
8852,8852,2170,129,SIP,50000,358.6543,139.41,2.5,0.0,2023-07-22,PENDING,2023-07-22 09:46:00
8853,8853,8305,234,SIP,2000,88.9284,22.49,0.1,0.0,2024-10-18,SETTLED,2024-10-18 09:54:00
8854,8854,4322,183,SIP,50000,196.5409,254.4,2.5,0.0,2025-10-06,SETTLED,2025-10-06 18:14:00
8855,8855,5003,29,PURCHASE,500,20.8594,23.97,0.03,0.0,2024-03-20,PENDING,2024-03-20 17:34:00
8856,8856,4306,158,SIP,1500,16.8501,89.02,0.07,0.0,2024-09-02,SUCCESS,2024-09-02 16:25:00
8857,8857,4647,161,REDEMPTION,10000,180.018,55.55,0.5,100.0,2025-06-17,SUCCESS,2025-06-17 09:12:00
8858,8858,3920,210,SIP,50000,946.2528,52.84,2.5,0.0,2024-02-04,SETTLED,2024-02-04 17:13:00
8859,8859,5041,176,SIP,10000,46.4987,215.06,0.5,0.0,2025-02-06,SUCCESS,2025-02-06 18:34:00
8860,8860,4809,12,PURCHASE,1500,12.9321,115.99,0.07,0.0,2023-06-01,PENDING,2023-06-01 18:19:00
8861,8861,6848,122,SIP,5000,85.4993,58.48,0.25,0.0,2024-12-17,FAILED,2024-12-17 11:28:00
8862,8862,6576,51,SIP,5000,472.1435,10.59,0.25,0.0,2025-01-22,FAILED,2025-01-22 17:06:00
8863,8863,5862,138,STP,1000,3.7373,267.57,0.05,10.0,2022-04-15,SUCCESS,2022-04-15 14:03:00
8864,8864,7314,39,SWP,1500,6.3473,236.32,0.07,15.0,2025-07-24,SETTLED,2025-07-24 11:50:00
8865,8865,5562,42,SIP,1500,18.9729,79.06,0.07,0.0,2025-06-12,PENDING,2025-06-12 18:43:00
8866,8866,1705,149,REDEMPTION,1500,10.2578,146.23,0.07,15.0,2024-05-13,SETTLED,2024-05-13 10:48:00
8867,8867,8097,1,SIP,10000,64.6747,154.62,0.5,0.0,2025-04-17,SUCCESS,2025-04-17 16:11:00
8868,8868,1017,48,PURCHASE,5000,17.0068,294.0,0.25,0.0,2025-09-10,PENDING,2025-09-10 13:59:00
8869,8869,131,189,SIP,500,4.5947,108.82,0.03,0.0,2025-02-21,FAILED,2025-02-21 15:21:00
