investment_id,user_id,fund_id,investment_type,sip_amount,lumpsum_amount,units,purchase_nav,current_nav,current_value,returns_percent,status,created_at
9063,3801,219,SIP,1000.0,,1259.7103,47.63,40.95,51585.14,-14.02,COMPLETED,2024-03-12 00:00:00
9064,4859,229,SIP,3000.0,,594.3269,222.1,242.47,144106.44,9.17,PAUSED,2022-10-20 00:00:00
9065,2104,211,SIP,500.0,,162.1509,95.59,92.63,15020.04,-3.1,COMPLETED,2023-03-06 00:00:00
9066,9941,154,SIP,1500.0,,197.7732,204.78,207.3,40998.38,1.23,COMPLETED,2024-12-19 00:00:00
9067,5937,8,SIP,1500.0,,201.9522,178.26,169.61,34253.11,-4.85,ACTIVE,2025-03-23 00:00:00
9068,7725,164,LUMPSUM,,100000.0,1362.9549,73.37,83.84,114270.14,14.27,COMPLETED,2025-03-10 00:00:00
9069,44,48,LUMPSUM,,50000.0,212.8384,234.92,205.34,43704.24,-12.59,COMPLETED,2022-10-23 00:00:00
9070,7420,229,SIP,5000.0,,3841.1364,68.99,81.46,312898.97,18.08,COMPLETED,2025-11-21 00:00:00
9071,8607,129,SWP,,,87.9531,157.8,171.11,15049.65,8.43,COMPLETED,2025-10-20 00:00:00
9072,7108,8,SIP,1500.0,,1888.7723,47.65,50.23,94873.03,5.41,ACTIVE,2022-08-23 00:00:00
9073,8590,74,SIP,500.0,,119.3783,205.23,211.69,25271.19,3.15,CLOSED,2025-09-10 00:00:00
9074,7765,176,SIP,1500.0,,1190.6773,59.21,52.32,62296.24,-11.64,COMPLETED,2024-03-15 00:00:00
9075,7936,121,SIP,2000.0,,428.2197,186.82,165.75,70977.42,-11.28,PAUSED,2025-01-24 00:00:00
9076,7722,42,LUMPSUM,,25000.0,121.2709,206.15,197.93,24003.15,-3.99,COMPLETED,2025-11-26 00:00:00
9077,6489,155,SIP,5000.0,,3500.6527,84.27,109.53,383426.49,29.98,ACTIVE,2023-03-11 00:00:00
9078,8769,112,SIP,500.0,,49.469,151.61,128.8,6371.61,-15.05,ACTIVE,2025-03-20 00:00:00
9079,7775,77,SIP,5000.0,,3495.7396,45.77,48.96,171151.41,6.97,COMPLETED,2025-07-30 00:00:00
9080,8124,221,SIP,500.0,,94.5052,74.07,64.18,6065.34,-13.35,COMPLETED,2022-12-21 00:00:00
9081,3592,217,SIP,1000.0,,115.6856,146.95,142.81,16521.06,-2.82,CLOSED,2022-05-21 00:00:00
9082,9896,33,SIP,5000.0,,9391.435,26.62,36.41,341942.15,36.78,ACTIVE,2023-04-22 00:00:00
9083,3670,244,SIP,2000.0,,319.281,169.13,194.36,62055.46,14.92,PAUSED,2024-06-03 00:00:00
9084,7381,20,SIP,3000.0,,1023.4953,155.35,138.05,141293.53,-11.14,ACTIVE,2023-03-30 00:00:00
9085,9844,8,SIP,500.0,,101.8115,142.42,195.97,19952.0,37.6,PAUSED,2022-01-24 00:00:00
9086,7945,193,SIP,3000.0,,603.6217,129.22,105.15,63470.82,-18.63,ACTIVE,2025-02-11 00:00:00
9087,8144,25,SIP,1500.0,,151.5858,128.64,149.3,22631.76,16.06,COMPLETED,2024-08-29 00:00:00
9088,3994,37,SIP,1000.0,,527.366,70.16,76.48,40332.95,9.01,COMPLETED,2022-10-27 00:00:00
9089,405,178,SIP,2000.0,,1024.7027,109.3,148.21,151871.19,35.6,CLOSED,2022-04-13 00:00:00
9090,2730,99,STP,,,86.8512,207.32,240.91,20923.32,16.2,PAUSED,2024-12-27 00:00:00
9091,8204,199,SIP,5000.0,,1161.2673,167.92,229.06,265999.89,36.41,PAUSED,2022-10-18 00:00:00
9092,3633,154,SIP,2000.0,,1686.3406,65.23,62.51,105413.15,-4.17,CLOSED,2025-01-05 00:00:00
9093,4620,48,SIP,1000.0,,263.1296,186.22,214.4,56414.99,15.13,PAUSED,2023-02-16 00:00:00
9094,2336,99,LUMPSUM,,50000.0,449.7616,111.17,147.41,66299.36,32.6,PAUSED,2023-09-21 00:00:00
9095,4908,144,SIP,1500.0,,1274.2718,41.2,33.41,42573.42,-18.91,PAUSED,2023-09-24 00:00:00
9096,8681,157,SIP,500.0,,138.7365,154.97,183.2,25416.53,18.22,CLOSED,2022-12-13 00:00:00
9097,8180,82,SIP,2000.0,,236.4066,109.98,123.44,29182.03,12.24,COMPLETED,2024-10-03 00:00:00
9098,5073,87,SIP,5000.0,,284.004,228.87,297.34,84445.75,29.92,ACTIVE,2024-08-08 00:00:00
9099,7505,132,SIP,1500.0,,642.363,91.07,74.9,48112.99,-17.76,CLOSED,2023-09-14 00:00:00
9100,2199,35,SIP,1500.0,,141.0785,223.28,269.84,38068.62,20.85,COMPLETED,2022-04-05 00:00:00
9101,209,235,SIP,1500.0,,224.2152,247.53,283.22,63502.23,14.42,PAUSED,2024-07-21 00:00:00
9102,8556,21,SIP,1500.0,,634.2032,68.59,67.06,42529.67,-2.23,CLOSED,2024-08-07 00:00:00
9103,6229,192,SIP,2000.0,,420.0287,180.94,206.51,86740.13,14.13,COMPLETED,2025-10-10 00:00:00
9104,7315,141,STP,,,89.5721,115.46,104.96,9401.49,-9.09,PAUSED,2023-06-19 00:00:00
9105,8088,128,LUMPSUM,,200000.0,933.0969,214.34,254.01,237015.94,18.51,ACTIVE,2023-06-02 00:00:00
9106,4138,159,SIP,10000.0,,23916.9675,22.16,28.21,674697.65,27.3,COMPLETED,2025-05-10 00:00:00
9107,5718,213,SIP,3000.0,,216.6617,235.39,319.92,69314.41,35.91,PAUSED,2023-12-12 00:00:00
9108,7026,88,SWP,,,94.4903,203.46,184.43,17426.85,-9.35,ACTIVE,2024-07-21 00:00:00
9109,3106,104,SIP,5000.0,,1007.0144,143.99,181.89,183165.85,26.32,CLOSED,2024-06-06 00:00:00
9110,7694,236,SIP,1000.0,,398.0782,145.7,167.53,66690.04,14.98,COMPLETED,2022-04-21 00:00:00
9111,7599,144,SIP,5000.0,,753.0436,239.03,288.09,216944.33,20.52,ACTIVE,2023-02-18 00:00:00
9112,4330,234,SIP,1500.0,,442.8044,189.7,155.64,68918.08,-17.95,CLOSED,2025-05-25 00:00:00
9113,8584,250,LUMPSUM,,25000.0,292.5688,85.45,72.0,21064.95,-15.74,ACTIVE,2022-02-02 00:00:00
9114,1213,197,SIP,2000.0,,580.0641,131.02,143.06,82983.97,9.19,PAUSED,2025-01-20 00:00:00
9115,2866,174,SIP,10000.0,,2471.6663,165.88,163.56,404265.74,-1.4,ACTIVE,2024-05-01 00:00:00
9116,1894,86,SIP,5000.0,,3680.53,81.51,111.99,412182.55,37.39,COMPLETED,2024-09-05 00:00:00
9117,8311,224,SIP,500.0,,54.7246,137.05,115.81,6337.66,-15.5,COMPLETED,2024-01-01 00:00:00
9118,1493,43,SIP,5000.0,,843.5447,225.24,237.37,200232.21,5.39,CLOSED,2024-09-13 00:00:00
9119,1662,158,SIP,10000.0,,962.0781,249.46,242.92,233708.01,-2.62,COMPLETED,2023-05-14 00:00:00
9120,7468,59,SIP,500.0,,75.906,204.2,264.16,20051.33,29.36,CLOSED,2024-06-15 00:00:00
9121,412,50,SIP,2000.0,,587.0513,119.24,109.03,64006.2,-8.56,COMPLETED,2023-05-20 00:00:00
9122,9469,105,SIP,1500.0,,277.0692,227.38,194.25,53820.69,-14.57,CLOSED,2024-01-27 00:00:00
9123,9320,138,SIP,1000.0,,416.2246,122.53,108.29,45072.96,-11.62,COMPLETED,2025-06-01 00:00:00
9124,5425,42,STP,,,1404.2346,31.88,25.52,35836.07,-19.95,PAUSED,2024-07-18 00:00:00
9125,5581,80,STP,,,125.5387,109.05,144.18,18100.17,32.21,PAUSED,2022-01-22 00:00:00
9126,7777,91,SIP,2000.0,,1588.5624,25.18,34.78,55250.2,38.13,ACTIVE,2024-11-28 00:00:00
9127,9205,118,SIP,1500.0,,741.4152,38.44,53.68,39799.17,39.65,COMPLETED,2024-03-13 00:00:00
9128,8829,108,SIP,500.0,,526.6238,17.09,15.72,8278.53,-8.02,COMPLETED,2024-01-31 00:00:00
9129,5622,193,STP,,,240.1377,164.16,216.53,51997.02,31.9,ACTIVE,2025-02-13 00:00:00
9130,743,207,LUMPSUM,,200000.0,889.3632,224.88,248.56,221060.12,10.53,COMPLETED,2024-04-15 00:00:00
9131,9140,244,SIP,1500.0,,854.4574,35.11,48.29,41261.75,37.54,PAUSED,2025-01-20 00:00:00
9132,1736,208,SIP,1500.0,,165.1703,118.06,122.01,20152.43,3.35,CLOSED,2024-01-07 00:00:00
9133,9492,43,SIP,5000.0,,641.8142,186.97,236.04,151493.82,26.24,PAUSED,2025-03-16 00:00:00
9134,7879,107,LUMPSUM,,100000.0,1635.323,61.15,71.16,116369.58,16.37,PAUSED,2023-01-24 00:00:00
9135,6147,33,SIP,500.0,,189.9455,157.94,134.19,25488.79,-15.04,CLOSED,2025-02-10 00:00:00
9136,3847,26,SIP,3000.0,,465.7782,231.87,249.89,116393.31,7.77,PAUSED,2025-06-21 00:00:00
9137,6757,132,SIP,10000.0,,2757.6002,148.68,198.04,546115.14,33.2,COMPLETED,2025-12-08 00:00:00
9138,7622,177,SIP,10000.0,,2829.1211,159.06,163.8,463410.04,2.98,PAUSED,2022-03-08 00:00:00
9139,9800,169,SWP,,,297.3633,117.57,104.15,30970.39,-11.41,PAUSED,2023-03-24 00:00:00
9140,8614,122,SIP,10000.0,,4328.1716,103.97,99.95,432600.75,-3.87,ACTIVE,2022-02-18 00:00:00
9141,843,85,STP,,,113.8334,167.71,185.05,21064.87,10.34,CLOSED,2025-09-16 00:00:00
9142,4988,32,LUMPSUM,,50000.0,1011.9409,49.41,65.74,66524.99,33.05,COMPLETED,2024-01-19 00:00:00
9143,5277,149,LUMPSUM,,100000.0,608.1615,164.43,207.69,126309.06,26.31,ACTIVE,2024-12-07 00:00:00
9144,8732,58,SIP,2000.0,,369.8567,216.3,267.3,98862.7,23.58,COMPLETED,2023-05-16 00:00:00
9145,7240,102,SWP,,,2119.9362,18.81,23.06,48885.73,22.59,CLOSED,2022-03-15 00:00:00
9146,2380,94,SWP,,,175.0888,233.55,198.12,34688.59,-15.17,COMPLETED,2025-09-01 00:00:00
9147,6610,249,SIP,3000.0,,188.4501,238.79,268.22,50546.09,12.32,PAUSED,2025-06-01 00:00:00
9148,7164,180,SIP,2000.0,,693.4067,167.29,195.0,135214.31,16.56,COMPLETED,2023-01-06 00:00:00
9149,2269,189,SIP,2000.0,,629.5672,177.9,167.96,105742.11,-5.59,PAUSED,2023-11-28 00:00:00
9150,782,21,LUMPSUM,,200000.0,3062.7871,65.3,54.97,168361.41,-15.82,ACTIVE,2022-12-15 00:00:00
9151,2322,224,SIP,1000.0,,383.8772,41.68,39.4,15124.76,-5.47,PAUSED,2024-09-27 00:00:00
9152,1566,159,SIP,1000.0,,216.3808,249.56,284.8,61625.25,14.12,COMPLETED,2024-07-11 00:00:00
9153,3669,72,STP,,,2423.8503,18.7,22.95,55627.36,22.73,COMPLETED,2024-03-20 00:00:00
9154,5247,75,SIP,1000.0,,529.4597,73.66,65.09,34462.53,-11.63,PAUSED,2022-10-12 00:00:00
9155,2495,149,LUMPSUM,,200000.0,817.0936,244.77,338.52,276602.53,38.3,ACTIVE,2023-04-02 00:00:00
9156,7348,71,SIP,2000.0,,908.7732,114.44,106.03,96357.22,-7.35,ACTIVE,2025-07-02 00:00:00
9157,2858,38,SIP,500.0,,1542.4913,17.18,22.24,34305.01,29.45,ACTIVE,2024-08-25 00:00:00
9158,6719,6,SIP,10000.0,,908.7295,176.07,148.39,134846.37,-15.72,COMPLETED,2024-07-27 00:00:00
9159,4079,100,SIP,1000.0,,110.8575,153.35,141.25,15658.62,-7.89,PAUSED,2025-01-27 00:00:00
9160,5625,162,SIP,5000.0,,751.2816,226.28,307.27,230846.3,35.79,PAUSED,2022-06-16 00:00:00
9161,2585,62,LUMPSUM,,100000.0,681.1989,146.8,156.14,106362.4,6.36,ACTIVE,2023-12-14 00:00:00
9162,6268,117,LUMPSUM,,50000.0,1035.1967,48.3,63.77,66014.49,32.03,CLOSED,2023-03-27 00:00:00
9163,264,149,SIP,1000.0,,934.8156,39.58,39.0,36457.81,-1.47,PAUSED,2023-10-02 00:00:00
9164,3727,155,SIP,500.0,,140.8146,92.32,120.96,17032.93,31.02,PAUSED,2025-03-29 00:00:00
9165,9184,58,LUMPSUM,,50000.0,281.4365,177.66,228.81,64395.49,28.79,PAUSED,2024-05-17 00:00:00
9166,642,211,SIP,500.0,,392.9273,55.99,62.52,24565.81,11.66,COMPLETED,2023-09-24 00:00:00
9167,6349,77,SIP,10000.0,,2684.8914,204.85,194.22,521459.61,-5.19,ACTIVE,2022-04-17 00:00:00
9168,6349,120,STP,,,61.2493,235.97,270.23,16551.4,14.52,COMPLETED,2025-08-29 00:00:00
9169,4654,105,SIP,500.0,,171.9362,104.69,133.95,23030.85,27.95,CLOSED,2023-12-12 00:00:00
9170,1059,38,SIP,2000.0,,357.1932,212.77,230.47,82322.32,8.32,COMPLETED,2024-09-20 00:00:00
9171,3471,78,LUMPSUM,,200000.0,1410.7357,141.77,191.55,270226.42,35.11,CLOSED,2024-06-19 00:00:00
9172,2444,124,LUMPSUM,,100000.0,431.9095,231.53,274.19,118425.27,18.43,CLOSED,2025-01-27 00:00:00
9173,6382,141,SIP,2000.0,,275.8316,181.27,252.31,69595.07,39.19,COMPLETED,2023-09-06 00:00:00
9174,1675,138,STP,,,1243.2217,18.81,23.59,29327.6,25.41,CLOSED,2022-08-11 00:00:00
9175,9914,130,SIP,10000.0,,2413.273,198.9,245.12,591541.48,23.24,PAUSED,2025-04-28 00:00:00
9176,4005,249,LUMPSUM,,50000.0,286.0903,174.77,236.47,67651.77,35.3,CLOSED,2023-11-06 00:00:00
9177,6655,129,SIP,2000.0,,650.0222,67.69,68.71,44663.03,1.51,CLOSED,2024-03-22 00:00:00
9178,5197,247,SIP,1000.0,,372.6708,161.0,219.74,81890.68,36.48,ACTIVE,2025-10-20 00:00:00
9179,6132,63,SIP,500.0,,29.5946,202.74,210.52,6230.26,3.84,PAUSED,2022-02-03 00:00:00
9180,7125,241,SIP,500.0,,28.6985,209.07,208.94,5996.26,-0.06,ACTIVE,2022-02-17 00:00:00
9181,9240,184,SIP,500.0,,906.6358,25.92,33.24,30136.57,28.24,COMPLETED,2024-08-19 00:00:00
9182,6477,70,LUMPSUM,,50000.0,414.3532,120.67,126.78,52531.7,5.06,PAUSED,2024-07-22 00:00:00
9183,2129,218,SIP,3000.0,,2400.3311,72.49,91.17,218838.19,25.77,PAUSED,2023-11-14 00:00:00
9184,1283,95,LUMPSUM,,50000.0,712.0478,70.22,77.07,54877.52,9.76,PAUSED,2023-01-15 00:00:00
9185,7592,73,SIP,1500.0,,517.2778,142.09,121.85,63030.3,-14.24,PAUSED,2025-12-20 00:00:00
9186,8057,194,SIP,1500.0,,1622.2962,36.06,40.37,65492.1,11.95,PAUSED,2025-10-27 00:00:00
9187,6205,55,STP,,,571.184,40.88,42.42,24229.63,3.77,PAUSED,2023-01-14 00:00:00
9188,8763,246,SIP,3000.0,,257.5967,209.63,244.64,63018.46,16.7,CLOSED,2025-11-22 00:00:00
9189,2071,111,LUMPSUM,,100000.0,2155.637,46.39,52.44,113041.6,13.04,ACTIVE,2024-10-25 00:00:00
9190,8673,42,LUMPSUM,,25000.0,283.0616,88.32,123.25,34887.34,39.55,COMPLETED,2022-03-20 00:00:00
9191,5724,39,SIP,5000.0,,6697.9236,44.79,61.48,411788.34,37.26,ACTIVE,2025-11-16 00:00:00
9192,4750,42,SIP,3000.0,,706.5553,178.33,147.52,104231.04,-17.28,COMPLETED,2025-01-17 00:00:00
9193,5177,61,SIP,2000.0,,472.3387,169.37,195.1,92153.28,15.19,PAUSED,2025-09-15 00:00:00
9194,606,194,SIP,2000.0,,1362.3094,30.83,26.84,36564.38,-12.94,CLOSED,2022-09-06 00:00:00
9195,8646,137,SIP,10000.0,,4051.7486,140.68,156.46,633936.59,11.22,ACTIVE,2025-07-07 00:00:00
9196,7120,166,SIP,2000.0,,357.067,235.25,274.5,98014.89,16.68,COMPLETED,2023-07-04 00:00:00
9197,2625,226,SIP,10000.0,,4380.2015,68.49,95.09,416513.36,38.84,PAUSED,2023-09-16 00:00:00
9198,6550,18,SIP,3000.0,,498.6595,186.5,256.42,127866.27,37.49,PAUSED,2025-05-01 00:00:00
9199,7510,210,SIP,10000.0,,8678.0445,34.57,43.83,380358.69,26.79,PAUSED,2025-06-15 00:00:00
9200,5070,167,SIP,1500.0,,121.7428,234.1,241.52,29403.32,3.17,PAUSED,2023-06-12 00:00:00
9201,1179,176,SIP,10000.0,,1124.3851,142.3,178.05,200196.77,25.12,COMPLETED,2023-04-15 00:00:00
9202,1552,215,SIP,500.0,,39.0124,179.43,229.98,8972.07,28.17,ACTIVE,2023-09-10 00:00:00
9203,5891,101,LUMPSUM,,25000.0,101.0142,247.49,335.25,33865.01,35.46,CLOSED,2022-09-19 00:00:00
9204,1015,120,STP,,,108.0848,135.44,179.6,19412.03,32.6,PAUSED,2024-05-12 00:00:00
9205,929,165,LUMPSUM,,100000.0,4380.2015,22.83,30.29,132676.3,32.68,PAUSED,2023-11-21 00:00:00
9206,4823,89,SIP,10000.0,,9020.6186,46.56,61.74,556932.99,32.6,PAUSED,2022-10-14 00:00:00
9207,2620,229,SIP,3000.0,,3575.7946,32.72,42.76,152900.98,30.68,CLOSED,2023-08-05 00:00:00
9208,2659,172,SIP,5000.0,,3429.3553,72.9,65.1,223251.03,-10.7,CLOSED,2023-10-21 00:00:00
9209,4917,179,SIP,3000.0,,1925.4505,40.51,55.86,107555.66,37.89,CLOSED,2023-02-27 00:00:00
9210,5763,149,SIP,1000.0,,695.8839,67.54,68.91,47953.36,2.03,COMPLETED,2023-01-19 00:00:00
9211,8984,137,SIP,2000.0,,1744.6087,41.27,47.65,83130.6,15.46,PAUSED,2024-06-18 00:00:00
9212,7085,144,LUMPSUM,,50000.0,261.3149,191.34,225.2,58848.12,17.7,PAUSED,2023-01-08 00:00:00
9213,7475,105,SIP,2000.0,,2042.1187,47.01,50.83,103800.89,8.13,PAUSED,2024-06-25 00:00:00
9214,1193,49,SIP,5000.0,,2672.1352,80.46,73.43,196214.89,-8.74,CLOSED,2025-09-04 00:00:00
9215,2477,27,SIP,2000.0,,493.0156,206.89,219.3,108118.32,6.0,PAUSED,2023-08-07 00:00:00
9216,4368,120,SIP,1000.0,,169.8387,200.19,176.39,29957.85,-11.89,CLOSED,2023-10-23 00:00:00
9217,6387,154,SIP,3000.0,,244.5237,196.3,215.87,52785.33,9.97,PAUSED,2022-08-03 00:00:00
9218,8660,152,LUMPSUM,,50000.0,272.2867,183.63,190.7,51925.07,3.85,CLOSED,2023-03-06 00:00:00
9219,494,18,SIP,1500.0,,630.8786,130.77,133.21,84039.34,1.87,CLOSED,2025-03-29 00:00:00
9220,8122,169,LUMPSUM,,100000.0,429.461,232.85,224.46,96396.82,-3.6,PAUSED,2025-06-29 00:00:00
9221,6433,21,SIP,3000.0,,413.5723,224.87,241.19,99749.5,7.26,PAUSED,2022-06-22 00:00:00
9222,1690,213,LUMPSUM,,200000.0,2694.3284,74.23,60.67,163464.9,-18.27,PAUSED,2023-05-21 00:00:00
9223,2216,154,SIP,1000.0,,1049.2505,46.7,50.32,52798.29,7.75,CLOSED,2025-12-04 00:00:00
9224,3121,179,SIP,1500.0,,330.6779,199.59,181.3,59951.9,-9.16,PAUSED,2024-06-01 00:00:00
9225,5527,209,SWP,,,220.8527,174.51,153.16,33825.8,-12.23,CLOSED,2022-07-08 00:00:00
9226,1253,120,SWP,,,661.342,75.56,86.06,56915.09,13.9,PAUSED,2023-07-24 00:00:00
9227,2670,43,SIP,3000.0,,178.3238,201.88,224.16,39973.06,11.04,PAUSED,2023-12-27 00:00:00
9228,4326,220,SIP,500.0,,165.4716,181.3,190.29,31487.59,4.96,CLOSED,2025-02-18 00:00:00
9229,3877,206,LUMPSUM,,50000.0,243.2853,205.52,215.88,52520.43,5.04,ACTIVE,2022-09-22 00:00:00
9230,5658,189,SIP,1000.0,,402.0101,69.65,72.06,28968.85,3.46,CLOSED,2022-04-09 00:00:00
9231,6687,38,LUMPSUM,,50000.0,419.5687,119.17,161.56,67785.52,35.57,COMPLETED,2022-11-23 00:00:00
9232,6721,63,SIP,5000.0,,1380.0067,148.55,186.02,256708.85,25.22,PAUSED,2022-12-20 00:00:00
9233,4912,12,SIP,10000.0,,2398.465,187.62,210.77,505524.47,12.34,CLOSED,2022-05-31 00:00:00
9234,8319,39,STP,,,546.3745,80.54,72.32,39513.8,-10.21,COMPLETED,2022-07-07 00:00:00
9235,7565,125,SIP,10000.0,,4508.5663,121.99,131.54,593056.81,7.83,CLOSED,2022-12-11 00:00:00
9236,8784,155,SWP,,,234.179,195.12,178.26,41744.75,-8.64,CLOSED,2025-10-26 00:00:00
9237,2623,70,SIP,1500.0,,146.8816,132.76,112.65,16546.21,-15.15,CLOSED,2025-11-21 00:00:00
9238,5369,214,SIP,1500.0,,502.4074,143.31,185.84,93367.39,29.68,PAUSED,2025-07-31 00:00:00
9239,3513,28,SIP,1500.0,,657.2295,118.68,121.56,79892.82,2.43,CLOSED,2023-06-24 00:00:00
9240,5544,49,LUMPSUM,,25000.0,194.5677,128.49,151.49,29475.06,17.9,COMPLETED,2023-03-19 00:00:00
9241,8808,163,SIP,2000.0,,459.9023,208.74,231.06,106265.03,10.69,COMPLETED,2023-04-27 00:00:00
9242,2271,216,SWP,,,517.936,30.33,40.8,21131.79,34.52,COMPLETED,2022-03-14 00:00:00
9243,2344,240,LUMPSUM,,25000.0,169.056,147.88,123.28,20841.22,-16.64,PAUSED,2023-02-20 00:00:00
9244,9318,179,SIP,1500.0,,164.0739,246.84,291.07,47756.99,17.92,CLOSED,2023-03-09 00:00:00
9245,7254,200,SIP,1500.0,,364.453,135.82,177.93,64847.12,31.0,ACTIVE,2023-07-15 00:00:00
9246,8914,105,SIP,10000.0,,3975.1373,138.36,128.08,509135.59,-7.43,COMPLETED,2022-10-16 00:00:00
9247,1714,223,LUMPSUM,,25000.0,157.3812,158.85,204.2,32137.24,28.55,CLOSED,2024-10-20 00:00:00
9248,4607,116,SIP,3000.0,,428.4128,189.07,263.96,113083.84,39.61,CLOSED,2023-12-31 00:00:00
9249,6215,64,SIP,5000.0,,971.8173,226.38,285.02,276987.37,25.9,COMPLETED,2022-12-05 00:00:00
9250,7317,3,SWP,,,205.2683,234.04,311.44,63928.76,33.07,CLOSED,2024-08-24 00:00:00
9251,7472,125,SIP,3000.0,,712.6236,206.28,286.03,203831.73,38.66,PAUSED,2024-11-01 00:00:00
9252,991,116,LUMPSUM,,25000.0,151.9387,164.54,152.59,23184.33,-7.26,ACTIVE,2025-01-09 00:00:00
9253,876,185,SIP,10000.0,,4722.3437,114.35,107.36,506990.82,-6.11,COMPLETED,2023-05-16 00:00:00
9254,313,23,LUMPSUM,,100000.0,484.8955,206.23,211.46,102536.0,2.54,ACTIVE,2022-09-25 00:00:00
9255,4194,188,SIP,10000.0,,2391.2444,217.46,269.72,644966.44,24.03,CLOSED,2023-01-08 00:00:00
9256,7315,49,SIP,3000.0,,2048.8574,76.14,66.42,136085.11,-12.77,PAUSED,2025-09-03 00:00:00
9257,9407,246,SIP,2000.0,,475.3262,231.42,278.65,132449.65,20.41,ACTIVE,2022-08-01 00:00:00
9258,8710,85,SIP,3000.0,,2459.893,28.05,25.42,62530.48,-9.38,COMPLETED,2025-08-22 00:00:00
9259,1510,83,SIP,5000.0,,5452.8651,54.1,64.94,354109.06,20.04,ACTIVE,2025-08-12 00:00:00
9260,9329,240,SIP,1000.0,,170.5321,87.96,102.63,17501.71,16.68,PAUSED,2022-08-18 00:00:00
9261,3792,84,LUMPSUM,,200000.0,1003.9153,199.22,160.81,161439.62,-19.28,ACTIVE,2025-06-24 00:00:00
9262,6715,82,SIP,2000.0,,162.1183,222.06,246.89,40025.39,11.18,PAUSED,2024-05-02 00:00:00
9263,9055,79,LUMPSUM,,200000.0,3297.6092,60.65,73.38,241978.56,20.99,PAUSED,2023-12-10 00:00:00
9264,114,189,SIP,2000.0,,5797.1014,15.18,15.12,87652.17,-0.4,PAUSED,2022-07-25 00:00:00
9265,4274,161,SIP,3000.0,,1201.398,137.34,173.94,208971.17,26.65,ACTIVE,2022-11-19 00:00:00
9266,7377,181,SIP,5000.0,,490.6084,214.02,227.29,111510.38,6.2,COMPLETED,2025-03-30 00:00:00
9267,3717,185,SIP,5000.0,,1148.3923,200.28,217.98,250326.55,8.84,PAUSED,2023-09-09 00:00:00
9268,6831,20,SIP,1000.0,,270.9462,47.98,46.95,12720.92,-2.15,CLOSED,2025-09-11 00:00:00
9269,6462,186,SIP,5000.0,,1467.1686,180.62,192.84,282928.79,6.77,ACTIVE,2023-06-01 00:00:00
9270,212,26,SIP,5000.0,,1149.034,234.98,230.27,264588.06,-2.0,CLOSED,2025-08-18 00:00:00
9271,6319,150,SIP,5000.0,,1783.4142,100.93,101.6,181194.88,0.66,CLOSED,2022-02-18 00:00:00
9272,1434,38,SIP,10000.0,,19593.6139,27.56,38.45,753374.45,39.51,CLOSED,2024-08-30 00:00:00
9273,5877,180,SIP,500.0,,58.9109,195.21,196.82,11594.84,0.82,PAUSED,2023-01-13 00:00:00
9274,7440,32,SIP,1000.0,,185.0177,243.22,338.81,62685.85,39.3,ACTIVE,2024-12-17 00:00:00
9275,4767,162,LUMPSUM,,200000.0,5094.2435,39.26,52.66,268262.86,34.13,COMPLETED,2023-10-12 00:00:00
9276,6224,16,SIP,5000.0,,12387.8684,23.41,32.02,396659.55,36.78,PAUSED,2024-07-20 00:00:00
9277,901,118,SIP,3000.0,,517.6664,121.7,154.13,79787.92,26.65,ACTIVE,2022-11-26 00:00:00
9278,7467,130,SIP,2000.0,,671.4994,131.05,169.92,114101.18,29.66,COMPLETED,2022-05-24 00:00:00
9279,186,181,SIP,2000.0,,1244.6146,62.67,75.29,93707.03,20.14,PAUSED,2024-10-25 00:00:00
9280,2055,223,LUMPSUM,,200000.0,902.3235,221.65,309.29,279079.64,39.54,CLOSED,2023-03-10 00:00:00
9281,1344,141,LUMPSUM,,25000.0,102.4464,244.03,241.59,24750.03,-1.0,CLOSED,2025-05-05 00:00:00
9282,5961,118,SIP,1000.0,,131.7158,144.25,187.08,24641.39,29.69,PAUSED,2025-09-07 00:00:00
9283,1875,186,SIP,2000.0,,1054.5489,104.31,133.98,141288.46,28.44,ACTIVE,2023-05-01 00:00:00
9284,2586,101,LUMPSUM,,200000.0,6988.1202,28.62,37.5,262054.51,31.03,CLOSED,2023-08-16 00:00:00
9285,1142,143,SIP,5000.0,,1476.1868,128.71,170.82,252162.23,32.72,ACTIVE,2023-07-25 00:00:00
9286,8503,32,SIP,2000.0,,4042.6314,27.21,36.2,146343.26,33.04,ACTIVE,2025-03-25 00:00:00
9287,2480,151,SIP,1000.0,,181.2376,115.87,106.61,19321.74,-7.99,ACTIVE,2022-10-29 00:00:00
9288,2742,156,SIP,10000.0,,1185.1852,135.0,171.56,203330.37,27.08,PAUSED,2023-03-12 00:00:00
9289,7959,39,LUMPSUM,,25000.0,106.1076,235.61,249.84,26509.92,6.04,CLOSED,2023-05-16 00:00:00
9290,6346,124,SIP,3000.0,,928.553,116.31,107.69,99995.87,-7.41,ACTIVE,2024-07-25 00:00:00
9291,3971,224,SIP,5000.0,,1101.6071,231.48,251.99,277593.97,8.86,ACTIVE,2025-05-04 00:00:00
9292,4865,60,STP,,,437.6168,70.66,96.98,42440.08,37.25,PAUSED,2022-01-02 00:00:00
9293,3597,4,SIP,5000.0,,4990.02,60.12,77.89,388672.66,29.56,ACTIVE,2022-03-17 00:00:00
9294,4801,110,SWP,,,156.2861,210.94,284.99,44539.98,35.1,ACTIVE,2022-06-05 00:00:00
